Request Id,prefill_time_execution_plus_preemption
0,0.17622913547359323
3,0.08537326167983217
2,0.07217409891832594
1,0.15286711916368123
5,0.13946166484963918
6,0.05128943931162233
9,0.048797981612699104
4,0.07568502818994283
7,0.11673307936969834
8,0.1048590066608952
10,0.03311377909610336
13,0.03355874976277207
11,0.1484540163956929
12,0.03679456570682582
14,0.21626060455029616
15,0.17303158893586357
18,0.03651486717868835
16,0.13127016295952743
17,0.07379397139624544
20,0.0354066282943748
22,0.09778852121194603
19,0.0638984347922289
24,0.051701239337020866
27,0.057674063175582546
23,0.14622656167849613
26,0.2436920019434794
21,0.19841891075785867
25,0.18323583127485676
28,0.03368248309610067
29,0.10466288737200813
35,0.11780200070879943
30,0.03463932317229279
31,0.026945600168545525
33,0.20233596675785748
32,0.1318724591881022
40,0.05536565394019277
34,0.07132870710995576
37,0.20243070663842389
36,0.03748336781245598
38,0.07826089324790786
41,0.13790516167387779
42,0.0365973791856149
44,0.03914479679538374
43,0.11609964853972343
39,0.03385541109610557
48,0.18352422624628417
49,0.026945600168545525
45,0.1048590066608952
46,0.09982508899509668
47,0.027750890835207542
51,0.03607636751230814
54,0.08914749963885527
55,0.0656978657255678
52,0.04879478386608582
50,0.0770814908860018
53,0.039071832223953606
56,0.1319806736992888
58,0.0784128292479096
60,0.032376797762765364
57,0.09060835968794834
59,0.13107471257490033
61,0.035085957640404786
62,0.03743843908979727
65,0.039071832223953606
66,0.30216261286021506
63,0.0647110537359481
64,0.09108573446890489
73,0.035444613838961914
68,0.039071832223953606
70,0.07573199724789959
67,0.06471363607502667
69,0.0784128292479096
74,0.10854696399422892
72,0.11750975053853097
71,0.18765412389353742
76,0.032376797762765364
75,0.1048590066608881
78,0.032376797762765364
77,0.18173533215816917
79,0.05615439941321654
82,0.03540662829436769
83,0.048605791055877035
80,0.032376797762765364
85,0.036775076845643184
81,0.1994636796462288
84,0.2297216936436115
86,0.05367603771162521
87,0.0756850281899375
88,0.04879817909841222
92,0.07424060586434678
89,0.032376797762765364
93,0.2854092760057796
90,0.05616573509476552
91,0.10431708368946602
96,0.05508901675923994
94,0.039071832223953606
95,0.060410797799704596
99,0.03668016956305564
98,0.07153144598672156
97,0.057764468806922764
101,0.03637970982279626
102,0.1572062713327682
100,0.06381640293537316
103,0.03540662829436769
105,0.05128943931163121
104,0.1989545679717537
106,0.22473382209753368
110,0.11842995350994556
107,0.034639323172285685
109,0.2571515671133966
112,0.1048590066608881
113,0.05775283042078172
111,0.07692352979623251
115,0.03565924837349144
108,0.1032740874966862
116,0.04961030248790621
114,0.026945600168545525
119,0.048605791055877035
118,0.032376797762765364
123,0.048797981612693775
120,0.10775917349121755
117,0.07802785888600283
121,0.1572062713327682
124,0.0757319972479138
122,0.21272902201229726
125,0.1467525880403855
127,0.10190364488082082
126,0.09874938291025614
